category_truth,text
User Engagement,"Paraphrasing the page we just got: notification-service (SEV1) - notification dedupe cache flushed during the deploy, users receiving repeats. A restart made it better for about ten minutes. Runbook link was stale, routing to you."
User Engagement,"Issue summary: My whole watchlist is empty this morning
Affected area: watchlist-service (prod)
Description: My whole watchlist is empty this morning, it had about forty titles. Started around 21:10 UTC.
Impact: Multiple customers affected
First noticed: 14:30 UTC"
Data Platform,"Subject: Issue: the app

To whom it may concern, Client events from last night are missing downstream, there is a gap starting around 04:40.
Please advise.
- Sam"
Data Platform,"Issue summary: Score responses from the ranking endpoint are timing out for our batch job since 03:10
Affected area: ml-ranking-service (prod)
Description: Score responses from the ranking endpoint are timing out for our batch job since 03:10. Happens on both web and the TV app.
Impact: Single account affected
First noticed: 08:10 UTC"
Core Platform,"raising this here first: re experiment-service: assignment cache stampede at 800 rps after the deploy, allocation service saturated. who owns this?"
Monetization Platform,"Issue summary: My payment keeps failing at checkout even though the card works everywhere else
Affected area: payment-service
Description: My payment keeps failing at checkout even though the card works everywhere else. Mostly eu-west-1 traffic from what we can tell. Started around 14:45 UTC.
Impact: Widespread, still growing
First noticed: 15:45 UTC"
User Engagement,"Issue summary: Notification dedupe cache flushed during the deploy
Affected area: production
Description: Notification dedupe cache flushed during the deploy, users receiving repeats. A restart made it better for about ten minutes.
Impact: Single account affected
First noticed: 12:00 UTC"
Data Platform,"Issue summary: Ingest topic backlog at 18M events
Affected area: event-ingestion-service (prod)
Description: Ingest topic backlog at 18M events, consumer lag growing 640k per minute.
Impact: Revenue impacting
First noticed: 13:10 UTC"
Monetization Platform,"hey folks, re subscription-service: I cancelled last week but it still says my subscription renews tomorrow. can someone take a look?"
Monetization Platform,"quick flag: re subscription-service: plan-change events are not applying, 3200 accounts stuck between tiers since the deploy. first noticed by the sev1 bridge during triage. who owns this?"
Monetization Platform,"Issue summary: Invoice PDFs rendering with the wrong tax lines after the template deploy
Affected area: invoice-service
Description: Invoice PDFs rendering with the wrong tax lines after the template deploy. Reference SF-6222 from an earlier report that looks related.
Impact: Single account affected
First noticed: 04:45 UTC"
Identity Platform,"Subject: Ongoing issue: production issue

Good morning, Account creation flow erroring at the final step for 36% of signups since 23:40.
Nothing obvious in the last deploy diff.
Thanks in advance.
Cheers,
Alex"
Identity Platform,"fyi - seeing this on profile-service - avatar and settings changes will not save, everything reverts when I go back. retried after clearing cache, no change. happy to hop on a call."
User Engagement,"Subject: [Customer report] streaming account

Hi team, I get pushes on my tablet but my phone has been silent for days, same account.
Impact is still growing per the last check.
Please advise.
Thanks,
Sam"
Monetization Platform,"On-call summary from the last page: subscription-service (SEV2) - plan-change events are not applying, 3200 accounts stuck between tiers since the deploy. Needs an owner before it breaches further."
Streaming Platform,"not sure if known, but seeing this on license-service - DRM license acquisition is failing for ~23% of session starts, license grants timing out at 2000ms. a restart made it better for about ten minutes. happy to hop on a call."
User Engagement,"Issue summary: My whole watchlist is empty this morning
Affected area: production
Description: My whole watchlist is empty this morning, it had about forty titles.
Impact: Revenue impacting
First noticed: 11:35 UTC"
Core Platform,"Subject: Problem with streaming account

Good morning, Half the app shows the new layout and half the old one, it flips between refreshes.
Please advise.
Cheers,
Jordan"
User Engagement,"Subject: Problem with service degradation

Hello, Titles I add to my list disappear as soon as I refresh.
Hope this can be sorted soon.
Regards,
Devon"
Content Discovery,"Subject: Issue: metadata-service

Hi team, Metadata enrichment queue backed up 17m, new titles rendering with placeholder text.
Retried after clearing cache, no change.
Hope this can be sorted soon.
Regards,
Marco"
Streaming Platform,"Subject: Ongoing issue: cdn-routing-service

Hello, Edge selection is routing eu-west-1 viewers to a distant POP, rebuffer ratio up 30%.
Nothing obvious in the last deploy diff.
Let me know if you need more details.
Thanks,
Jordan"
User Engagement,"Subject: Help needed - streaming account

Hello, My whole watchlist is empty this morning, it had about forty titles.
Reference SF-4638 from an earlier report that looks related.
Appreciate any help.
Cheers,
Omar"
Monetization Platform,"Paraphrasing the page we just got: payment-service (SEV3) - card authorization error rate up 22% since 03:55, issuer responses slow across the board."
User Engagement,"Subject: Urgent: production issue

Hi there, Ratings write path erroring for 13% of events since 08:00.
Thanks!
- Alex"
Identity Platform,"Alertmanager fired and here is the summary: device-auth-service (SEV2) - device activation code validation failing, 33% of TV sign-ins erroring since the 07:25 deploy. Reference SF-7076 from an earlier report that looks related. Auto-remediation did not kick in."
Streaming Platform,"Subject: Help needed - streaming account

Hey, A movie says content not licensed for playback but it played fine yesterday.
Mostly us-east-1 traffic from what we can tell.
Thanks!
Regards,
Sam"
Monetization Platform,fyi - seeing this on subscription-service - renewal processing backlog at 120 accounts and renewals are failing silently. can someone take a look?
Data Platform,"Issue summary: Score responses from the ranking endpoint are timing out for our batch job since 21:40
Affected area: ml-ranking-service
Description: Score responses from the ranking endpoint are timing out for our batch job since 21:40. First noticed by the SEV3 bridge during triage.
Impact: Revenue impacting
First noticed: 07:50 UTC"
